m,a,b,k,primitive_m,physical_flips,rule,off_code,outer_conflicts,witness_input,witness_other,witness_output
6,52,34,2,6,3,-1,31,0,0,-1,42
6,52,34,3,6,3,-1,119,0,0,-1,21
6,52,35,1,6,4,-1,8,0,0,-1,25
6,52,35,2,6,4,-1,32,0,0,-1,42
6,52,35,3,6,4,-1,128,0,0,-1,21
6,52,36,1,6,1,-1,8,0,0,-1,25
6,52,36,2,6,1,-1,32,0,0,-1,42
6,52,36,3,6,1,-1,120,0,0,-1,21
6,52,37,1,6,2,-1,8,0,0,-1,25
6,52,37,2,6,2,-1,31,0,0,-1,42
6,52,37,3,6,2,-1,126,0,0,-1,21
6,52,38,1,6,2,-1,8,0,0,-1,25
6,52,38,2,6,2,-1,32,0,0,-1,42
6,52,38,3,6,2,-1,120,0,0,-1,21
6,52,39,1,6,3,-1,8,0,0,-1,25
6,52,39,2,6,3,-1,32,0,0,-1,42
6,52,39,3,6,3,-1,128,0,0,-1,21
6,52,40,1,6,3,-1,8,0,0,-1,25
6,52,40,2,6,3,-1,32,0,0,-1,42
6,52,40,3,6,3,-1,128,0,0,-1,21
6,52,41,1,6,4,-1,8,0,0,-1,25
6,52,41,2,6,4,-1,30,0,0,-1,42
6,52,41,3,6,4,-1,126,0,0,-1,21
6,52,42,1,6,4,-1,8,0,0,-1,25
6,52,42,2,6,4,-1,10,0,2,-1,14
6,52,42,3,6,4,-1,127,0,0,-1,21
6,52,43,1,6,5,-1,8,0,0,-1,25
6,52,43,2,6,5,-1,32,0,0,-1,42
6,52,43,3,6,5,-1,128,0,0,-1,21
6,52,44,1,6,2,-1,8,0,0,-1,25
6,52,44,2,6,2,-1,32,0,0,-1,42
6,52,44,3,6,2,-1,128,0,0,-1,21
6,52,45,1,6,3,-1,7,0,0,-1,25
6,52,45,2,6,3,-1,29,0,0,-1,42
6,52,45,3,6,3,-1,122,0,0,-1,21
6,52,46,1,6,3,-1,8,0,0,-1,25
6,52,46,2,6,3,-1,31,0,0,-1,42
6,52,46,3,6,3,-1,119,0,0,-1,21
6,52,47,1,6,4,-1,8,0,0,-1,25
6,52,47,2,6,4,-1,32,0,0,-1,42
6,52,47,3,6,4,-1,115,0,0,-1,21
6,52,48,1,6,1,-1,8,0,0,-1,25
6,52,48,2,6,1,-1,32,0,0,-1,42
6,52,48,3,6,1,-1,128,0,0,-1,21
6,52,49,1,6,2,-1,8,0,0,-1,25
6,52,49,2,6,2,-1,30,0,0,-1,42
6,52,49,3,6,2,-1,125,0,0,-1,21
6,52,50,1,6,2,-1,8,0,0,-1,25
6,52,50,2,6,2,-1,32,0,0,-1,42
6,52,50,3,6,2,-1,128,0,0,-1,21
6,52,51,1,6,3,-1,7,0,0,-1,25
6,52,51,2,6,3,-1,32,0,0,-1,42
6,52,51,3,6,3,-1,128,0,0,-1,21
6,52,53,1,6,1,-1,8,0,0,-1,25
6,52,53,2,6,1,-1,32,0,0,-1,42
6,52,53,3,6,1,-1,125,0,0,-1,21
6,52,54,1,6,1,-1,8,0,0,-1,25
6,52,54,2,6,1,-1,32,0,0,-1,42
6,52,54,3,6,1,-1,120,0,0,-1,21
6,52,55,1,6,2,-1,8,0,0,-1,25
6,52,55,2,6,2,-1,32,0,0,-1,42
6,52,55,3,6,2,-1,128,0,0,-1,21
6,52,56,1,6,2,-1,8,0,0,-1,25
6,52,56,2,6,2,-1,32,0,0,-1,42
6,52,56,3,6,2,-1,128,0,0,-1,21
6,52,57,1,6,3,-1,7,0,0,-1,25
6,52,57,2,6,3,-1,29,0,0,-1,42
6,52,57,3,6,3,-1,126,0,0,-1,21
6,52,58,1,6,3,-1,8,0,0,-1,25
6,52,58,2,6,3,-1,32,0,0,-1,42
6,52,58,3,6,3,-1,128,0,0,-1,21
6,52,59,1,6,4,-1,8,0,0,-1,25
6,52,59,2,6,4,-1,29,0,0,-1,42
6,52,59,3,6,4,-1,128,0,0,-1,21
6,52,60,1,6,1,-1,8,0,0,-1,25
6,52,60,2,6,1,-1,32,0,0,-1,42
6,52,60,3,6,1,-1,128,0,0,-1,21
6,52,61,1,6,2,-1,7,0,0,-1,25
6,52,61,2,6,2,-1,29,0,0,-1,42
6,52,61,3,6,2,-1,127,0,0,-1,21
6,52,62,1,6,2,-1,8,0,0,-1,25
6,52,62,2,6,2,-1,32,0,0,-1,42
6,52,62,3,6,2,-1,128,0,0,-1,21
6,52,63,1,6,3,-1,5,0,0,-1,25
6,52,63,2,6,3,-1,21,0,0,-1,42
6,52,63,3,6,3,-1,85,0,0,-1,21
6,53,0,1,6,4,-1,5,0,0,-1,58
6,53,0,2,6,4,-1,21,0,0,-1,29
6,53,0,3,6,4,-1,93,0,0,-1,46
6,53,1,1,6,3,-1,8,0,0,-1,58
6,53,1,2,6,3,-1,32,0,0,-1,29
6,53,1,3,6,3,-1,128,0,0,-1,46
6,53,2,1,6,5,-1,8,0,0,-1,58
6,53,2,2,6,5,-1,29,0,0,-1,29
6,53,2,3,6,5,-1,126,0,0,-1,46
6,53,3,1,6,4,-1,8,0,0,-1,58
6,53,3,2,6,4,-1,28,0,0,-1,29
6,53,3,3,6,4,-1,128,0,0,-1,46
6,53,4,1,6,3,-1,8,0,0,-1,58
6,53,4,2,6,3,-1,30,0,0,-1,29
6,53,4,3,6,3,-1,128,0,0,-1,46
6,53,5,1,6,2,-1,8,0,0,-1,58
6,53,5,2,6,2,-1,32,0,0,-1,29
6,53,5,3,6,2,-1,128,0,0,-1,46
6,53,6,1,6,4,-1,8,0,0,-1,58
6,53,6,2,6,4,-1,29,0,0,-1,29
6,53,6,3,6,4,-1,128,0,0,-1,46
6,53,7,1,6,3,-1,8,0,0,-1,58
6,53,7,2,6,3,-1,26,0,0,-1,29
6,53,7,3,6,3,-1,128,0,0,-1,46
6,53,8,1,6,5,-1,8,0,0,-1,58
6,53,8,2,6,5,-1,29,0,0,-1,29
6,53,8,3,6,5,-1,125,0,0,-1,46
6,53,9,1,6,4,-1,8,0,0,-1,58
6,53,9,2,6,4,-1,32,0,0,-1,29
6,53,9,3,6,4,-1,118,0,0,-1,46
6,53,10,1,6,6,-1,8,0,0,-1,58
6,53,10,2,6,6,-1,24,0,0,-1,29
6,53,10,3,6,6,-1,128,0,0,-1,46
6,53,11,1,6,5,-1,8,0,0,-1,58
6,53,11,2,6,5,-1,31,0,0,-1,29
6,53,11,3,6,5,-1,119,0,0,-1,46
6,53,12,1,6,4,-1,7,0,0,-1,58
6,53,12,2,6,4,-1,31,0,0,-1,29
6,53,12,3,6,4,-1,120,0,0,-1,46
6,53,13,1,6,3,-1,8,0,0,-1,58
6,53,13,2,6,3,-1,32,0,0,-1,29
6,53,13,3,6,3,-1,115,0,0,-1,46
6,53,14,1,6,5,-1,8,0,0,-1,58
6,53,14,2,6,5,-1,30,0,0,-1,29
6,53,14,3,6,5,-1,121,0,0,-1,46
6,53,15,1,6,4,-1,8,0,0,-1,58
6,53,15,2,6,4,-1,31,0,0,-1,29
6,53,15,3,6,4,-1,114,0,0,-1,46
6,53,16,1,6,3,-1,8,0,0,-1,58
6,53,16,2,6,3,-1,31,0,0,-1,29
6,53,16,3,6,3,-1,128,0,0,-1,46
6,53,17,1,6,2,-1,8,0,0,-1,58
6,53,17,2,6,2,-1,32,0,0,-1,29
6,53,17,3,6,2,-1,128,0,0,-1,46
6,53,18,1,6,4,-1,8,0,0,-1,58
6,53,18,2,6,4,-1,31,0,0,-1,29
6,53,18,3,6,4,-1,124,0,0,-1,46
6,53,19,1,6,3,-1,8,0,0,-1,58
6,53,19,2,6,3,-1,26,0,0,-1,29
6,53,19,3,6,3,-1,127,0,0,-1,46
6,53,20,1,6,2,-1,8,0,0,-1,58
6,53,20,2,6,2,-1,30,0,0,-1,29
6,53,20,3,6,2,-1,128,0,0,-1,46
6,53,21,1,6,1,-1,8,0,0,-1,58
6,53,21,2,6,1,-1,16,0,0,-1,29
6,53,21,3,6,1,-1,128,0,0,-1,46
6,53,22,1,6,3,-1,8,0,0,-1,58
6,53,22,2,6,3,-1,31,0,0,-1,29
6,53,22,3,6,3,-1,128,0,0,-1,46
6,53,23,1,6,2,-1,8,0,0,-1,58
6,53,23,2,6,2,-1,16,0,0,-1,29
6,53,23,3,6,2,-1,128,0,0,-1,46
6,53,24,1,6,4,-1,8,0,0,-1,58
6,53,24,2,6,4,-1,32,0,0,-1,29
6,53,24,3,6,4,-1,128,0,0,-1,46
6,53,25,1,6,3,-1,8,0,0,-1,58
6,53,25,2,6,3,-1,32,0,0,-1,29
6,53,25,3,6,3,-1,128,0,0,-1,46
6,53,26,1,6,5,-1,8,0,0,-1,58
6,53,26,2,6,5,-1,32,0,0,-1,29
6,53,26,3,6,5,-1,128,0,0,-1,46
6,53,27,1,6,4,-1,8,0,0,-1,58
6,53,27,2,6,4,-1,26,0,0,-1,29
6,53,27,3,6,4,-1,120,0,0,-1,46
6,53,28,1,6,3,-1,8,0,0,-1,58
6,53,28,2,6,3,-1,32,0,0,-1,29
6,53,28,3,6,3,-1,128,0,0,-1,46
6,53,29,1,6,2,-1,8,0,0,-1,58
6,53,29,2,6,2,-1,16,0,16,-1,23
6,53,29,3,6,2,-1,128,0,0,-1,46
6,53,30,1,6,4,-1,8,0,0,-1,58
6,53,30,2,6,4,-1,32,0,0,-1,29
6,53,30,3,6,4,-1,128,0,0,-1,46
6,53,31,1,6,3,-1,8,0,0,-1,58
6,53,31,2,6,3,-1,32,0,0,-1,29
6,53,31,3,6,3,-1,128,0,0,-1,46
6,53,32,1,6,3,-1,8,0,0,-1,58
6,53,32,2,6,3,-1,31,0,0,-1,29
6,53,32,3,6,3,-1,127,0,0,-1,46
6,53,33,1,6,2,-1,8,0,0,-1,58
6,53,33,2,6,2,-1,32,0,0,-1,29
6,53,33,3,6,2,-1,128,0,0,-1,46
6,53,34,1,6,4,-1,8,0,0,-1,58
6,53,34,2,6,4,-1,32,0,0,-1,29
6,53,34,3,6,4,-1,128,0,0,-1,46
6,53,35,1,6,3,-1,8,0,0,-1,58
6,53,35,2,6,3,-1,29,0,0,-1,29
6,53,35,3,6,3,-1,128,0,0,-1,46
6,53,36,1,6,2,-1,8,0,0,-1,58
6,53,36,2,6,2,-1,30,0,0,-1,29
6,53,36,3,6,2,-1,121,0,0,-1,46
6,53,37,1,6,1,-1,8,0,0,-1,58
6,53,37,2,6,1,-1,32,0,0,-1,29
6,53,37,3,6,1,-1,128,0,0,-1,46
6,53,38,1,6,3,-1,8,0,0,-1,58
6,53,38,2,6,3,-1,31,0,0,-1,29
6,53,38,3,6,3,-1,119,0,0,-1,46
6,53,39,1,6,2,-1,8,0,0,-1,58
6,53,39,2,6,2,-1,24,0,0,-1,29
6,53,39,3,6,2,-1,128,0,0,-1,46
6,53,40,1,6,4,-1,8,0,0,-1,58
6,53,40,2,6,4,-1,30,0,0,-1,29
6,53,40,3,6,4,-1,128,0,0,-1,46
6,53,41,1,6,3,-1,8,0,0,-1,58
6,53,41,2,6,3,-1,32,0,0,-1,29
6,53,41,3,6,3,-1,128,0,0,-1,46
6,53,42,1,6,5,-1,7,0,0,-1,58
6,53,42,2,6,5,-1,22,0,0,-1,29
6,53,42,3,6,5,-1,122,0,0,-1,46
6,53,43,1,6,4,-1,6,0,0,-1,58
6,53,43,2,6,4,-1,32,0,0,-1,29
6,53,43,3,6,4,-1,128,0,0,-1,46
6,53,44,1,6,3,-1,8,0,0,-1,58
6,53,44,2,6,3,-1,31,0,0,-1,29
6,53,44,3,6,3,-1,127,0,0,-1,46
6,53,45,1,6,2,-1,8,0,0,-1,58
6,53,45,2,6,2,-1,32,0,0,-1,29
6,53,45,3,6,2,-1,112,0,0,-1,46
6,53,46,1,6,4,-1,8,0,0,-1,58
6,53,46,2,6,4,-1,28,0,0,-1,29
6,53,46,3,6,4,-1,104,0,8,-1,28
6,53,47,1,6,3,-1,8,0,0,-1,58
6,53,47,2,6,3,-1,32,0,0,-1,29
6,53,47,3,6,3,-1,128,0,0,-1,46
6,53,48,1,6,2,-1,7,0,0,-1,58
6,53,48,2,6,2,-1,32,0,0,-1,29
6,53,48,3,6,2,-1,128,0,0,-1,46
6,53,49,1,6,1,-1,8,0,0,-1,58
6,53,49,2,6,1,-1,32,0,0,-1,29
6,53,49,3,6,1,-1,128,0,0,-1,46
6,53,50,1,6,3,-1,6,0,0,-1,58
6,53,50,2,6,3,-1,32,0,0,-1,29
6,53,50,3,6,3,-1,124,0,0,-1,46
6,53,51,1,6,2,-1,6,0,0,-1,58
6,53,51,2,6,2,-1,29,0,0,-1,29
6,53,51,3,6,2,-1,128,0,0,-1,46
6,53,52,1,6,1,-1,8,0,0,-1,58
6,53,52,2,6,1,-1,32,0,0,-1,29
6,53,52,3,6,1,-1,125,0,0,-1,46
6,53,54,1,6,2,-1,8,0,0,-1,58
6,53,54,2,6,2,-1,32,0,0,-1,29
6,53,54,3,6,2,-1,114,0,0,-1,46
6,53,55,1,6,1,-1,8,0,0,-1,58
6,53,55,2,6,1,-1,32,0,0,-1,29
6,53,55,3,6,1,-1,128,0,0,-1,46
6,53,56,1,6,3,-1,7,0,0,-1,58
6,53,56,2,6,3,-1,30,0,0,-1,29
6,53,56,3,6,3,-1,126,0,0,-1,46
6,53,57,1,6,2,-1,8,0,0,-1,58
6,53,57,2,6,2,-1,32,0,0,-1,29
6,53,57,3,6,2,-1,128,0,0,-1,46
6,53,58,1,6,4,-1,6,0,2,-1,59
6,53,58,2,6,4,-1,32,0,0,-1,29
6,53,58,3,6,4,-1,128,0,0,-1,46
6,53,59,1,6,3,-1,7,0,0,-1,58
6,53,59,2,6,3,-1,31,0,0,-1,29
6,53,59,3,6,3,-1,128,0,0,-1,46
6,53,60,1,6,2,-1,8,0,0,-1,58
6,53,60,2,6,2,-1,31,0,0,-1,29
6,53,60,3,6,2,-1,126,0,0,-1,46
6,53,61,1,6,1,-1,8,0,0,-1,58
6,53,61,2,6,1,-1,32,0,0,-1,29
6,53,61,3,6,1,-1,128,0,0,-1,46
6,53,62,1,6,3,-1,8,0,0,-1,58
6,53,62,2,6,3,-1,32,0,0,-1,29
6,53,62,3,6,3,-1,109,0,0,-1,46
6,53,63,1,6,2,-1,4,0,0,-1,58
6,53,63,2,6,2,-1,16,0,0,-1,29
6,53,63,3,6,2,-1,64,0,0,-1,46
6,54,0,1,3,4,-1,5,0,0,-1,27
6,54,0,2,3,4,-1,17,0,0,-1,45
6,54,0,3,3,4,-1,79,0,2,-1,36
6,54,1,1,6,5,-1,8,0,0,-1,27
6,54,1,2,6,5,-1,28,0,0,-1,45
6,54,1,3,6,5,-1,122,0,2,-1,38
6,54,2,1,6,3,-1,8,0,0,-1,27
6,54,2,2,6,3,-1,30,0,0,-1,45
6,54,2,3,6,3,-1,124,0,2,-1,36
6,54,3,1,6,4,-1,8,0,0,-1,27
6,54,3,2,6,4,-1,31,0,0,-1,45
6,54,3,3,6,4,-1,123,0,2,-1,38
6,54,4,1,6,3,-1,8,0,0,-1,27
6,54,4,2,6,3,-1,30,0,0,-1,45
6,54,4,3,6,3,-1,124,0,2,-1,52
6,54,5,1,6,4,-1,8,0,0,-1,27
6,54,5,2,6,4,-1,32,0,0,-1,45
6,54,5,3,6,4,-1,118,0,4,-1,50
6,54,6,1,6,2,-1,8,0,0,-1,27
6,54,6,2,6,2,-1,32,0,0,-1,45
6,54,6,3,6,2,-1,124,0,2,-1,52
6,54,7,1,6,3,-1,8,0,0,-1,27
6,54,7,2,6,3,-1,32,0,0,-1,45
6,54,7,3,6,3,-1,116,0,6,-1,22
6,54,8,1,6,5,-1,8,0,0,-1,27
6,54,8,2,6,5,-1,28,0,0,-1,45
6,54,8,3,6,5,-1,122,0,2,-1,52
6,54,9,1,3,6,-1,8,0,0,-1,27
6,54,9,2,3,6,-1,28,0,0,-1,45
6,54,9,3,3,6,-1,78,0,6,-1,36
6,54,10,1,6,4,-1,8,0,0,-1,27
6,54,10,2,6,4,-1,31,0,0,-1,45
6,54,10,3,6,4,-1,124,0,2,-1,52
6,54,11,1,6,5,-1,8,0,0,-1,27
6,54,11,2,6,5,-1,32,0,0,-1,45
6,54,11,3,6,5,-1,120,0,8,-1,62
6,54,12,1,6,4,-1,8,0,0,-1,27
6,54,12,2,6,4,-1,32,0,0,-1,45
6,54,12,3,6,4,-1,124,0,2,-1,52
6,54,13,1,6,5,-1,8,0,0,-1,27
6,54,13,2,6,5,-1,32,0,0,-1,45
6,54,13,3,6,5,-1,123,0,4,-1,50
6,54,14,1,6,3,-1,7,0,0,-1,27
6,54,14,2,6,3,-1,32,0,0,-1,45
6,54,14,3,6,3,-1,122,0,2,-1,52
6,54,15,1,6,4,-1,8,0,0,-1,27
6,54,15,2,6,4,-1,32,0,0,-1,45
6,54,15,3,6,4,-1,117,0,6,-1,38
6,54,16,1,6,3,-1,8,0,0,-1,27
6,54,16,2,6,3,-1,30,0,0,-1,45
6,54,16,3,6,3,-1,124,0,2,-1,36
6,54,17,1,6,4,-1,8,0,0,-1,27
6,54,17,2,6,4,-1,31,0,0,-1,45
6,54,17,3,6,4,-1,124,0,2,-1,38
6,54,18,1,3,2,-1,6,0,0,-1,27
6,54,18,2,3,2,-1,24,0,0,-1,45
6,54,18,3,3,2,-1,98,0,2,-1,36
6,54,19,1,6,3,-1,7,0,0,-1,27
6,54,19,2,6,3,-1,29,0,0,-1,45
6,54,19,3,6,3,-1,122,0,2,-1,38
6,54,20,1,6,2,-1,8,0,0,-1,27
6,54,20,2,6,2,-1,30,0,0,-1,45
6,54,20,3,6,2,-1,121,0,2,-1,52
6,54,21,1,6,3,-1,8,0,0,-1,27
6,54,21,2,6,3,-1,22,0,0,-1,45
6,54,21,3,6,3,-1,120,0,4,-1,50
6,54,22,1,6,1,-1,8,0,0,-1,27
6,54,22,2,6,1,-1,32,0,0,-1,45
6,54,22,3,6,1,-1,124,0,2,-1,52
6,54,23,1,6,2,-1,8,0,0,-1,27
6,54,23,2,6,2,-1,32,0,0,-1,45
6,54,23,3,6,2,-1,112,0,16,-1,46
6,54,24,1,6,4,-1,8,0,0,-1,27
6,54,24,2,6,4,-1,31,0,0,-1,45
6,54,24,3,6,4,-1,123,0,2,-1,52
6,54,25,1,6,5,-1,8,0,0,-1,27
6,54,25,2,6,5,-1,32,0,0,-1,45
6,54,25,3,6,5,-1,120,0,8,-1,55
6,54,26,1,6,3,-1,7,0,0,-1,27
6,54,26,2,6,3,-1,29,0,0,-1,45
6,54,26,3,6,3,-1,122,0,2,-1,52
6,54,27,1,3,4,-1,6,0,2,-1,63
6,54,27,2,3,4,-1,24,0,0,-1,45
6,54,27,3,3,4,-1,93,0,13,-1,63
6,54,28,1,6,3,-1,8,0,0,-1,27
6,54,28,2,6,3,-1,31,0,0,-1,45
6,54,28,3,6,3,-1,124,0,2,-1,52
6,54,29,1,6,4,-1,8,0,0,-1,27
6,54,29,2,6,4,-1,26,0,0,-1,45
6,54,29,3,6,4,-1,120,0,4,-1,50
6,54,30,1,6,2,-1,8,0,0,-1,27
6,54,30,2,6,2,-1,32,0,0,-1,45
6,54,30,3,6,2,-1,123,0,2,-1,52
6,54,31,1,6,3,-1,8,0,0,-1,27
6,54,31,2,6,3,-1,32,0,0,-1,45
6,54,31,3,6,3,-1,112,0,16,-1,46
6,54,32,1,6,3,-1,8,0,0,-1,27
6,54,32,2,6,3,-1,30,0,0,-1,45
6,54,32,3,6,3,-1,124,0,2,-1,38
6,54,33,1,6,4,-1,8,0,0,-1,27
6,54,33,2,6,4,-1,32,0,0,-1,45
6,54,33,3,6,4,-1,124,0,2,-1,38
6,54,34,1,6,2,-1,8,0,0,-1,27
6,54,34,2,6,2,-1,30,0,0,-1,45
6,54,34,3,6,2,-1,121,0,2,-1,38
6,54,35,1,6,3,-1,8,0,0,-1,27
6,54,35,2,6,3,-1,31,0,0,-1,45
6,54,35,3,6,3,-1,124,0,2,-1,38
6,54,36,1,3,2,-1,8,0,0,-1,27
6,54,36,2,3,2,-1,24,0,0,-1,45
6,54,36,3,3,2,-1,96,0,4,-1,18
6,54,37,1,6,3,-1,8,0,0,-1,27
6,54,37,2,6,3,-1,31,0,0,-1,45
6,54,37,3,6,3,-1,124,0,4,-1,18
6,54,38,1,6,1,-1,8,0,0,-1,27
6,54,38,2,6,1,-1,32,0,0,-1,45
6,54,38,3,6,1,-1,120,0,4,-1,22
6,54,39,1,6,2,-1,8,0,0,-1,27
6,54,39,2,6,2,-1,32,0,0,-1,45
6,54,39,3,6,2,-1,124,0,4,-1,22
6,54,40,1,6,4,-1,8,0,0,-1,27
6,54,40,2,6,4,-1,32,0,0,-1,45
6,54,40,3,6,4,-1,118,0,4,-1,22
6,54,41,1,6,5,-1,8,0,0,-1,27
6,54,41,2,6,5,-1,32,0,0,-1,45
6,54,41,3,6,5,-1,123,0,4,-1,22
6,54,42,1,6,3,-1,8,0,0,-1,27
6,54,42,2,6,3,-1,22,0,0,-1,45
6,54,42,3,6,3,-1,120,0,4,-1,22
6,54,43,1,6,4,-1,8,0,0,-1,27
6,54,43,2,6,4,-1,26,0,0,-1,45
6,54,43,3,6,4,-1,120,0,4,-1,22
6,54,44,1,6,3,-1,8,0,0,-1,27
6,54,44,2,6,3,-1,31,0,0,-1,45
6,54,44,3,6,3,-1,124,0,4,-1,18
6,54,45,1,3,4,-1,6,0,0,-1,27
6,54,45,2,3,4,-1,24,0,2,-1,9
6,54,45,3,3,4,-1,93,0,4,-1,18
6,54,46,1,6,2,-1,8,0,0,-1,27
6,54,46,2,6,2,-1,32,0,0,-1,45
6,54,46,3,6,2,-1,114,0,4,-1,22
6,54,47,1,6,3,-1,8,0,0,-1,27
6,54,47,2,6,3,-1,31,0,0,-1,45
6,54,47,3,6,3,-1,118,0,4,-1,22
6,54,48,1,6,2,-1,8,0,0,-1,27
6,54,48,2,6,2,-1,32,0,0,-1,45
6,54,48,3,6,2,-1,124,0,2,-1,38
6,54,49,1,6,3,-1,7,0,0,-1,27
6,54,49,2,6,3,-1,32,0,0,-1,45
6,54,49,3,6,3,-1,122,0,2,-1,38
6,54,50,1,6,1,-1,8,0,0,-1,27
6,54,50,2,6,1,-1,32,0,0,-1,45
6,54,50,3,6,1,-1,124,0,2,-1,38
6,54,51,1,6,2,-1,8,0,0,-1,27
6,54,51,2,6,2,-1,32,0,0,-1,45
6,54,51,3,6,2,-1,123,0,2,-1,38
6,54,52,1,6,1,-1,8,0,0,-1,27
6,54,52,2,6,1,-1,32,0,0,-1,45
6,54,52,3,6,1,-1,120,0,4,-1,50
6,54,53,1,6,2,-1,8,0,0,-1,27
6,54,53,2,6,2,-1,32,0,0,-1,45
6,54,53,3,6,2,-1,114,0,4,-1,50
6,54,55,1,6,1,-1,8,0,0,-1,27
6,54,55,2,6,1,-1,32,0,0,-1,45
6,54,55,3,6,1,-1,64,0,64,-1,62
6,54,56,1,6,3,-1,8,0,0,-1,27
6,54,56,2,6,3,-1,32,0,0,-1,45
6,54,56,3,6,3,-1,116,0,6,-1,50
6,54,57,1,6,4,-1,8,0,0,-1,27
6,54,57,2,6,4,-1,32,0,0,-1,45
6,54,57,3,6,4,-1,117,0,6,-1,52
6,54,58,1,6,2,-1,8,0,0,-1,27
6,54,58,2,6,2,-1,32,0,0,-1,45
6,54,58,3,6,2,-1,112,0,16,-1,53
6,54,59,1,6,3,-1,8,0,0,-1,27
6,54,59,2,6,3,-1,32,0,0,-1,45
6,54,59,3,6,3,-1,112,0,16,-1,53
6,54,60,1,6,2,-1,8,0,0,-1,27
6,54,60,2,6,2,-1,32,0,0,-1,45
6,54,60,3,6,2,-1,124,0,4,-1,50
6,54,61,1,6,3,-1,8,0,0,-1,27
6,54,61,2,6,3,-1,31,0,0,-1,45
6,54,61,3,6,3,-1,118,0,4,-1,50
6,54,62,1,6,1,-1,8,0,0,-1,27
6,54,62,2,6,1,-1,32,0,0,-1,45
6,54,62,3,6,1,-1,64,0,64,-1,55
6,54,63,1,3,2,-1,4,0,0,-1,27
6,54,63,2,3,2,-1,16,0,0,-1,45
6,54,63,3,3,2,-1,0,64,64,0,63
6,55,0,1,6,5,-1,5,0,0,-1,59
6,55,0,2,6,5,-1,20,0,0,-1,61
6,55,0,3,6,5,-1,96,0,0,-1,62
6,55,1,1,6,4,-1,8,0,0,-1,59
6,55,1,2,6,4,-1,30,0,0,-1,61
6,55,1,3,6,4,-1,128,0,0,-1,62
6,55,2,1,6,4,-1,8,0,0,-1,59
6,55,2,2,6,4,-1,32,0,0,-1,61
6,55,2,3,6,4,-1,128,0,0,-1,62
6,55,3,1,6,3,-1,8,0,0,-1,59
6,55,3,2,6,3,-1,32,0,0,-1,61
6,55,3,3,6,3,-1,127,0,0,-1,62
6,55,4,1,6,4,-1,8,0,0,-1,59
6,55,4,2,6,4,-1,32,0,0,-1,61
6,55,4,3,6,4,-1,128,0,0,-1,62
6,55,5,1,6,3,-1,8,0,0,-1,59
6,55,5,2,6,3,-1,32,0,0,-1,61
6,55,5,3,6,3,-1,128,0,0,-1,62
6,55,6,1,6,3,-1,8,0,0,-1,59
6,55,6,2,6,3,-1,32,0,0,-1,61
6,55,6,3,6,3,-1,128,0,0,-1,62
6,55,7,1,6,2,-1,8,0,0,-1,59
6,55,7,2,6,2,-1,32,0,0,-1,61
6,55,7,3,6,2,-1,128,0,0,-1,62
6,55,8,1,6,6,-1,8,0,0,-1,59
6,55,8,2,6,6,-1,24,0,0,-1,61
6,55,8,3,6,6,-1,128,0,0,-1,62
6,55,9,1,6,5,-1,8,0,0,-1,59
6,55,9,2,6,5,-1,28,0,0,-1,61
6,55,9,3,6,5,-1,122,0,0,-1,62
6,55,10,1,6,5,-1,8,0,0,-1,59
6,55,10,2,6,5,-1,29,0,0,-1,61
6,55,10,3,6,5,-1,126,0,0,-1,62
6,55,11,1,6,4,-1,8,0,0,-1,59
6,55,11,2,6,4,-1,31,0,0,-1,61
6,55,11,3,6,4,-1,121,0,0,-1,62
6,55,12,1,6,5,-1,8,0,0,-1,59
6,55,12,2,6,5,-1,31,0,0,-1,61
6,55,12,3,6,5,-1,121,0,0,-1,62
6,55,13,1,6,4,-1,8,0,0,-1,59
6,55,13,2,6,4,-1,32,0,0,-1,61
6,55,13,3,6,4,-1,127,0,0,-1,62
6,55,14,1,6,4,-1,8,0,0,-1,59
6,55,14,2,6,4,-1,30,0,0,-1,61
6,55,14,3,6,4,-1,122,0,0,-1,62
6,55,15,1,6,3,-1,8,0,0,-1,59
6,55,15,2,6,3,-1,29,0,0,-1,61
6,55,15,3,6,3,-1,119,0,0,-1,62
6,55,16,1,6,4,-1,8,0,0,-1,59
6,55,16,2,6,4,-1,30,0,0,-1,61
6,55,16,3,6,4,-1,128,0,0,-1,62
6,55,17,1,6,3,-1,8,0,0,-1,59
6,55,17,2,6,3,-1,31,0,0,-1,61
6,55,17,3,6,3,-1,128,0,0,-1,62
6,55,18,1,6,3,-1,8,0,0,-1,59
6,55,18,2,6,3,-1,30,0,0,-1,61
6,55,18,3,6,3,-1,124,0,0,-1,62
6,55,19,1,6,2,-1,7,0,0,-1,59
6,55,19,2,6,2,-1,29,0,0,-1,61
6,55,19,3,6,2,-1,127,0,0,-1,62
6,55,20,1,6,3,-1,8,0,0,-1,59
6,55,20,2,6,3,-1,30,0,0,-1,61
6,55,20,3,6,3,-1,128,0,0,-1,62
6,55,21,1,6,2,-1,8,0,0,-1,59
6,55,21,2,6,2,-1,16,0,0,-1,61
6,55,21,3,6,2,-1,128,0,0,-1,62
6,55,22,1,6,2,-1,8,0,0,-1,59
6,55,22,2,6,2,-1,32,0,0,-1,61
6,55,22,3,6,2,-1,128,0,0,-1,62
6,55,23,1,6,1,-1,8,0,0,-1,59
6,55,23,2,6,1,-1,32,0,0,-1,61
6,55,23,3,6,1,-1,128,0,0,-1,62
