m,w,area,a,b,k,u,v,rule,physical_flips
1,5,5,11,31,2,-2,0,255,2
1,5,5,13,31,2,-2,0,255,2
1,5,5,15,31,2,-2,0,255,1
1,5,5,16,0,2,-2,0,255,1
1,5,5,18,0,2,-2,0,255,2
1,5,5,20,0,2,-2,0,255,2
1,5,5,21,31,2,-2,0,255,2
1,5,5,22,31,2,-2,0,255,2
1,5,5,23,31,2,-2,0,255,1
1,5,5,26,31,2,-2,0,255,2
1,5,5,27,31,2,-2,0,255,1
1,5,5,29,31,2,-2,0,255,1
1,5,5,30,31,2,-2,0,255,1
1,5,5,31,11,2,-2,0,0,2
1,5,5,31,13,2,-2,0,0,2
1,5,5,31,15,2,-2,0,0,1
1,5,5,31,21,2,-2,0,0,2
1,5,5,31,22,2,-2,0,0,2
1,5,5,31,23,2,-2,0,0,1
1,5,5,31,26,2,-2,0,0,2
1,5,5,31,27,2,-2,0,0,1
1,5,5,31,29,2,-2,0,0,1
1,5,5,31,30,2,-2,0,0,1
1,5,5,0,1,2,-1,0,0,1
1,5,5,0,2,2,-1,0,0,1
1,5,5,0,4,2,-1,0,0,1
1,5,5,0,5,2,-1,0,0,2
1,5,5,0,8,2,-1,0,0,1
1,5,5,0,9,2,-1,0,0,2
1,5,5,0,10,2,-1,0,0,2
1,5,5,0,16,2,-1,0,0,1
1,5,5,0,18,2,-1,0,0,2
1,5,5,0,20,2,-1,0,0,2
1,5,5,1,0,2,-1,0,255,1
1,5,5,2,0,2,-1,0,255,1
1,5,5,4,0,2,-1,0,255,1
1,5,5,5,0,2,-1,0,255,2
1,5,5,8,0,2,-1,0,255,1
1,5,5,9,0,2,-1,0,255,2
1,5,5,10,0,2,-1,0,255,2
1,5,5,11,31,2,-1,0,255,2
1,5,5,13,31,2,-1,0,255,2
1,5,5,15,31,2,-1,0,255,1
1,5,5,16,0,2,-1,0,255,1
1,5,5,18,0,2,-1,0,255,2
1,5,5,20,0,2,-1,0,255,2
1,5,5,21,31,2,-1,0,255,2
1,5,5,22,31,2,-1,0,255,2
1,5,5,23,31,2,-1,0,255,1
1,5,5,26,31,2,-1,0,255,2
1,5,5,27,31,2,-1,0,255,1
1,5,5,29,31,2,-1,0,255,1
1,5,5,30,31,2,-1,0,255,1
1,5,5,31,11,2,-1,0,0,2
1,5,5,31,13,2,-1,0,0,2
1,5,5,31,15,2,-1,0,0,1
1,5,5,31,21,2,-1,0,0,2
1,5,5,31,22,2,-1,0,0,2
1,5,5,31,23,2,-1,0,0,1
1,5,5,31,26,2,-1,0,0,2
1,5,5,31,27,2,-1,0,0,1
1,5,5,31,29,2,-1,0,0,1
1,5,5,31,30,2,-1,0,0,1
1,5,5,0,1,2,0,0,0,1
1,5,5,0,2,2,0,0,0,1
1,5,5,0,3,2,0,0,204,2
1,5,5,0,4,2,0,0,0,1
1,5,5,0,5,2,0,0,0,2
1,5,5,0,6,2,0,0,204,2
1,5,5,0,7,2,0,0,204,3
1,5,5,0,8,2,0,0,0,1
1,5,5,0,9,2,0,0,0,2
1,5,5,0,10,2,0,0,0,2
1,5,5,0,12,2,0,0,204,2
1,5,5,0,14,2,0,0,204,3
1,5,5,0,16,2,0,0,0,1
1,5,5,0,18,2,0,0,0,2
1,5,5,0,20,2,0,0,0,2
1,5,5,0,24,2,0,0,204,2
1,5,5,0,28,2,0,0,204,3
1,5,5,0,31,2,0,0,204,5
1,5,5,1,0,2,0,0,255,1
1,5,5,2,0,2,0,0,255,1
1,5,5,3,0,2,0,0,204,2
1,5,5,3,6,2,0,0,204,2
1,5,5,3,7,2,0,0,204,1
1,5,5,3,19,2,0,0,204,1
1,5,5,3,24,2,0,0,204,4
1,5,5,3,28,2,0,0,204,5
1,5,5,3,31,2,0,0,204,3
1,5,5,4,0,2,0,0,255,1
1,5,5,5,0,2,0,0,255,2
1,5,5,6,0,2,0,0,204,2
1,5,5,6,3,2,0,0,204,2
1,5,5,6,7,2,0,0,204,1
1,5,5,6,12,2,0,0,204,2
1,5,5,6,14,2,0,0,204,1
1,5,5,7,0,2,0,0,204,3
1,5,5,7,3,2,0,0,204,1
1,5,5,7,6,2,0,0,204,1
1,5,5,7,19,2,0,0,204,2
1,5,5,7,24,2,0,0,204,5
1,5,5,7,28,2,0,0,204,4
1,5,5,7,31,2,0,0,204,2
1,5,5,8,0,2,0,0,255,1
1,5,5,9,0,2,0,0,255,2
1,5,5,10,0,2,0,0,255,2
1,5,5,11,31,2,0,0,255,2
1,5,5,12,0,2,0,0,204,2
1,5,5,12,6,2,0,0,204,2
1,5,5,12,14,2,0,0,204,1
1,5,5,12,24,2,0,0,204,2
1,5,5,12,28,2,0,0,204,1
1,5,5,13,31,2,0,0,255,2
1,5,5,14,0,2,0,0,204,3
1,5,5,14,6,2,0,0,204,1
1,5,5,14,12,2,0,0,204,1
1,5,5,15,31,2,0,0,255,1
1,5,5,16,0,2,0,0,255,1
1,5,5,17,19,2,0,0,204,1
1,5,5,17,25,2,0,0,204,1
1,5,5,17,31,2,0,0,204,3
1,5,5,18,0,2,0,0,255,2
1,5,5,19,3,2,0,0,204,1
1,5,5,19,7,2,0,0,204,2
1,5,5,19,17,2,0,0,204,1
1,5,5,19,25,2,0,0,204,2
1,5,5,19,31,2,0,0,204,2
1,5,5,20,0,2,0,0,255,2
1,5,5,21,31,2,0,0,255,2
1,5,5,22,31,2,0,0,255,2
1,5,5,23,31,2,0,0,255,1
1,5,5,24,0,2,0,0,204,2
1,5,5,24,3,2,0,0,204,4
1,5,5,24,7,2,0,0,204,5
1,5,5,24,12,2,0,0,204,2
1,5,5,24,25,2,0,0,204,1
1,5,5,24,28,2,0,0,204,1
1,5,5,24,31,2,0,0,204,3
1,5,5,25,17,2,0,0,204,1
1,5,5,25,19,2,0,0,204,2
1,5,5,25,24,2,0,0,204,1
1,5,5,25,28,2,0,0,204,2
1,5,5,25,31,2,0,0,204,2
1,5,5,26,31,2,0,0,255,2
1,5,5,27,31,2,0,0,255,1
1,5,5,28,0,2,0,0,204,3
1,5,5,28,3,2,0,0,204,5
1,5,5,28,7,2,0,0,204,4
1,5,5,28,12,2,0,0,204,1
1,5,5,28,24,2,0,0,204,1
1,5,5,28,25,2,0,0,204,2
1,5,5,28,31,2,0,0,204,2
1,5,5,29,31,2,0,0,255,1
1,5,5,30,31,2,0,0,255,1
1,5,5,31,0,2,0,0,204,5
1,5,5,31,3,2,0,0,204,3
1,5,5,31,7,2,0,0,204,2
1,5,5,31,11,2,0,0,0,2
1,5,5,31,13,2,0,0,0,2
1,5,5,31,15,2,0,0,0,1
1,5,5,31,17,2,0,0,204,3
1,5,5,31,19,2,0,0,204,2
1,5,5,31,21,2,0,0,0,2
1,5,5,31,22,2,0,0,0,2
1,5,5,31,23,2,0,0,0,1
1,5,5,31,24,2,0,0,204,3
1,5,5,31,25,2,0,0,204,2
1,5,5,31,26,2,0,0,0,2
1,5,5,31,27,2,0,0,0,1
1,5,5,31,28,2,0,0,204,2
1,5,5,31,29,2,0,0,0,1
1,5,5,31,30,2,0,0,0,1
1,5,5,0,1,2,1,0,0,1
1,5,5,0,2,2,1,0,0,1
1,5,5,0,4,2,1,0,0,1
1,5,5,0,5,2,1,0,0,2
1,5,5,0,8,2,1,0,0,1
1,5,5,0,9,2,1,0,0,2
1,5,5,0,10,2,1,0,0,2
1,5,5,0,16,2,1,0,0,1
1,5,5,0,18,2,1,0,0,2
1,5,5,0,20,2,1,0,0,2
1,5,5,1,0,2,1,0,255,1
1,5,5,2,0,2,1,0,255,1
1,5,5,4,0,2,1,0,255,1
1,5,5,5,0,2,1,0,255,2
1,5,5,8,0,2,1,0,255,1
1,5,5,9,0,2,1,0,255,2
1,5,5,10,0,2,1,0,255,2
1,5,5,11,31,2,1,0,255,2
1,5,5,13,31,2,1,0,255,2
1,5,5,15,31,2,1,0,255,1
1,5,5,16,0,2,1,0,255,1
1,5,5,18,0,2,1,0,255,2
1,5,5,20,0,2,1,0,255,2
1,5,5,21,31,2,1,0,255,2
1,5,5,22,31,2,1,0,255,2
1,5,5,23,31,2,1,0,255,1
1,5,5,26,31,2,1,0,255,2
1,5,5,27,31,2,1,0,255,1
1,5,5,29,31,2,1,0,255,1
1,5,5,30,31,2,1,0,255,1
1,5,5,31,11,2,1,0,0,2
1,5,5,31,13,2,1,0,0,2
1,5,5,31,15,2,1,0,0,1
1,5,5,31,21,2,1,0,0,2
1,5,5,31,22,2,1,0,0,2
1,5,5,31,23,2,1,0,0,1
1,5,5,31,26,2,1,0,0,2
1,5,5,31,27,2,1,0,0,1
1,5,5,31,29,2,1,0,0,1
1,5,5,31,30,2,1,0,0,1
1,5,5,0,1,2,2,0,0,1
1,5,5,0,2,2,2,0,0,1
1,5,5,0,4,2,2,0,0,1
1,5,5,0,5,2,2,0,0,2
1,5,5,0,8,2,2,0,0,1
1,5,5,0,9,2,2,0,0,2
1,5,5,0,10,2,2,0,0,2
1,5,5,0,16,2,2,0,0,1
1,5,5,0,18,2,2,0,0,2
1,5,5,0,20,2,2,0,0,2
1,5,5,1,0,2,2,0,255,1
1,5,5,2,0,2,2,0,255,1
1,5,5,4,0,2,2,0,255,1
1,5,5,5,0,2,2,0,255,2
1,5,5,8,0,2,2,0,255,1
1,5,5,9,0,2,2,0,255,2
1,5,5,10,0,2,2,0,255,2
1,5,5,11,31,2,2,0,255,2
1,5,5,13,31,2,2,0,255,2
1,5,5,15,31,2,2,0,255,1
1,5,5,16,0,2,2,0,255,1
1,5,5,18,0,2,2,0,255,2
1,5,5,20,0,2,2,0,255,2
1,5,5,21,31,2,2,0,255,2
1,5,5,22,31,2,2,0,255,2
1,5,5,23,31,2,2,0,255,1
1,5,5,26,31,2,2,0,255,2
1,5,5,27,31,2,2,0,255,1
1,5,5,29,31,2,2,0,255,1
1,5,5,30,31,2,2,0,255,1
1,5,5,31,11,2,2,0,0,2
1,5,5,31,13,2,2,0,0,2
1,5,5,31,15,2,2,0,0,1
1,5,5,31,21,2,2,0,0,2
1,5,5,31,22,2,2,0,0,2
1,5,5,31,23,2,2,0,0,1
1,5,5,31,26,2,2,0,0,2
1,5,5,31,27,2,2,0,0,1
1,5,5,31,29,2,2,0,0,1
1,5,5,31,30,2,2,0,0,1
1,5,5,0,1,3,-3,0,0,1
1,5,5,0,2,3,-3,0,0,1
1,5,5,0,4,3,-3,0,0,1
1,5,5,0,5,3,-3,0,0,2
1,5,5,0,8,3,-3,0,0,1
1,5,5,0,9,3,-3,0,0,2
1,5,5,0,10,3,-3,0,0,2
1,5,5,0,16,3,-3,0,0,1
1,5,5,0,18,3,-3,0,0,2
1,5,5,0,20,3,-3,0,0,2
1,5,5,1,0,3,-3,0,255,1
1,5,5,2,0,3,-3,0,255,1
1,5,5,4,0,3,-3,0,255,1
1,5,5,5,0,3,-3,0,255,2
1,5,5,8,0,3,-3,0,255,1
1,5,5,9,0,3,-3,0,255,2
1,5,5,10,0,3,-3,0,255,2
1,5,5,11,31,3,-3,0,255,2
1,5,5,13,31,3,-3,0,255,2
1,5,5,15,31,3,-3,0,255,1
1,5,5,16,0,3,-3,0,255,1
1,5,5,18,0,3,-3,0,255,2
1,5,5,20,0,3,-3,0,255,2
1,5,5,21,31,3,-3,0,255,2
1,5,5,22,31,3,-3,0,255,2
1,5,5,23,31,3,-3,0,255,1
1,5,5,26,31,3,-3,0,255,2
1,5,5,27,31,3,-3,0,255,1
1,5,5,29,31,3,-3,0,255,1
1,5,5,30,31,3,-3,0,255,1
1,5,5,31,11,3,-3,0,0,2
1,5,5,31,13,3,-3,0,0,2
1,5,5,31,15,3,-3,0,0,1
1,5,5,31,21,3,-3,0,0,2
1,5,5,31,22,3,-3,0,0,2
1,5,5,31,23,3,-3,0,0,1
1,5,5,31,26,3,-3,0,0,2
1,5,5,31,27,3,-3,0,0,1
1,5,5,31,29,3,-3,0,0,1
1,5,5,31,30,3,-3,0,0,1
1,5,5,0,1,3,-2,0,0,1
1,5,5,0,2,3,-2,0,0,1
1,5,5,0,4,3,-2,0,0,1
1,5,5,0,5,3,-2,0,0,2
1,5,5,0,8,3,-2,0,0,1
1,5,5,0,9,3,-2,0,0,2
1,5,5,0,10,3,-2,0,0,2
1,5,5,0,16,3,-2,0,0,1
1,5,5,0,18,3,-2,0,0,2
1,5,5,0,20,3,-2,0,0,2
1,5,5,1,0,3,-2,0,255,1
1,5,5,2,0,3,-2,0,255,1
1,5,5,4,0,3,-2,0,255,1
1,5,5,5,0,3,-2,0,255,2
1,5,5,8,0,3,-2,0,255,1
1,5,5,9,0,3,-2,0,255,2
1,5,5,10,0,3,-2,0,255,2
1,5,5,11,31,3,-2,0,255,2
1,5,5,13,31,3,-2,0,255,2
1,5,5,15,31,3,-2,0,255,1
1,5,5,16,0,3,-2,0,255,1
1,5,5,18,0,3,-2,0,255,2
1,5,5,20,0,3,-2,0,255,2
1,5,5,21,31,3,-2,0,255,2
1,5,5,22,31,3,-2,0,255,2
1,5,5,23,31,3,-2,0,255,1
1,5,5,26,31,3,-2,0,255,2
1,5,5,27,31,3,-2,0,255,1
1,5,5,29,31,3,-2,0,255,1
1,5,5,30,31,3,-2,0,255,1
1,5,5,31,11,3,-2,0,0,2
1,5,5,31,13,3,-2,0,0,2
1,5,5,31,15,3,-2,0,0,1
1,5,5,31,21,3,-2,0,0,2
1,5,5,31,22,3,-2,0,0,2
1,5,5,31,23,3,-2,0,0,1
1,5,5,31,26,3,-2,0,0,2
1,5,5,31,27,3,-2,0,0,1
1,5,5,31,29,3,-2,0,0,1
1,5,5,31,30,3,-2,0,0,1
1,5,5,0,1,3,-1,0,0,1
1,5,5,0,2,3,-1,0,0,1
1,5,5,0,4,3,-1,0,0,1
1,5,5,0,5,3,-1,0,0,2
1,5,5,0,8,3,-1,0,0,1
1,5,5,0,9,3,-1,0,0,2
1,5,5,0,10,3,-1,0,0,2
1,5,5,0,16,3,-1,0,0,1
1,5,5,0,18,3,-1,0,0,2
1,5,5,0,20,3,-1,0,0,2
1,5,5,1,0,3,-1,0,255,1
1,5,5,2,0,3,-1,0,255,1
1,5,5,4,0,3,-1,0,255,1
1,5,5,5,0,3,-1,0,255,2
1,5,5,8,0,3,-1,0,255,1
1,5,5,9,0,3,-1,0,255,2
1,5,5,10,0,3,-1,0,255,2
1,5,5,11,31,3,-1,0,255,2
1,5,5,13,31,3,-1,0,255,2
1,5,5,15,31,3,-1,0,255,1
1,5,5,16,0,3,-1,0,255,1
1,5,5,18,0,3,-1,0,255,2
1,5,5,20,0,3,-1,0,255,2
1,5,5,21,31,3,-1,0,255,2
1,5,5,22,31,3,-1,0,255,2
1,5,5,23,31,3,-1,0,255,1
1,5,5,26,31,3,-1,0,255,2
1,5,5,27,31,3,-1,0,255,1
1,5,5,29,31,3,-1,0,255,1
1,5,5,30,31,3,-1,0,255,1
1,5,5,31,11,3,-1,0,0,2
1,5,5,31,13,3,-1,0,0,2
1,5,5,31,15,3,-1,0,0,1
1,5,5,31,21,3,-1,0,0,2
1,5,5,31,22,3,-1,0,0,2
1,5,5,31,23,3,-1,0,0,1
1,5,5,31,26,3,-1,0,0,2
1,5,5,31,27,3,-1,0,0,1
1,5,5,31,29,3,-1,0,0,1
1,5,5,31,30,3,-1,0,0,1
1,5,5,0,1,3,0,0,0,1
1,5,5,0,2,3,0,0,0,1
1,5,5,0,3,3,0,0,204,2
1,5,5,0,4,3,0,0,0,1
1,5,5,0,5,3,0,0,0,2
1,5,5,0,6,3,0,0,204,2
1,5,5,0,7,3,0,0,204,3
1,5,5,0,8,3,0,0,0,1
1,5,5,0,9,3,0,0,0,2
1,5,5,0,10,3,0,0,0,2
1,5,5,0,12,3,0,0,204,2
1,5,5,0,14,3,0,0,204,3
1,5,5,0,16,3,0,0,0,1
1,5,5,0,18,3,0,0,0,2
1,5,5,0,20,3,0,0,0,2
1,5,5,0,24,3,0,0,204,2
1,5,5,0,28,3,0,0,204,3
1,5,5,0,31,3,0,0,204,5
1,5,5,1,0,3,0,0,255,1
1,5,5,2,0,3,0,0,255,1
1,5,5,3,0,3,0,0,204,2
1,5,5,3,6,3,0,0,204,2
1,5,5,3,7,3,0,0,204,1
1,5,5,3,19,3,0,0,204,1
1,5,5,3,24,3,0,0,204,4
1,5,5,3,28,3,0,0,204,5
1,5,5,3,31,3,0,0,204,3
1,5,5,4,0,3,0,0,255,1
1,5,5,5,0,3,0,0,255,2
1,5,5,6,0,3,0,0,204,2
1,5,5,6,3,3,0,0,204,2
1,5,5,6,7,3,0,0,204,1
1,5,5,6,12,3,0,0,204,2
1,5,5,6,14,3,0,0,204,1
1,5,5,7,0,3,0,0,204,3
1,5,5,7,3,3,0,0,204,1
1,5,5,7,6,3,0,0,204,1
1,5,5,7,19,3,0,0,204,2
1,5,5,7,24,3,0,0,204,5
1,5,5,7,28,3,0,0,204,4
1,5,5,7,31,3,0,0,204,2
1,5,5,8,0,3,0,0,255,1
1,5,5,9,0,3,0,0,255,2
1,5,5,10,0,3,0,0,255,2
1,5,5,11,31,3,0,0,255,2
1,5,5,12,0,3,0,0,204,2
1,5,5,12,6,3,0,0,204,2
1,5,5,12,14,3,0,0,204,1
1,5,5,12,24,3,0,0,204,2
1,5,5,12,28,3,0,0,204,1
1,5,5,13,31,3,0,0,255,2
1,5,5,14,0,3,0,0,204,3
1,5,5,14,6,3,0,0,204,1
1,5,5,14,12,3,0,0,204,1
1,5,5,15,31,3,0,0,255,1
1,5,5,16,0,3,0,0,255,1
1,5,5,17,19,3,0,0,204,1
1,5,5,17,25,3,0,0,204,1
1,5,5,17,31,3,0,0,204,3
1,5,5,18,0,3,0,0,255,2
1,5,5,19,3,3,0,0,204,1
1,5,5,19,7,3,0,0,204,2
1,5,5,19,17,3,0,0,204,1
1,5,5,19,25,3,0,0,204,2
1,5,5,19,31,3,0,0,204,2
1,5,5,20,0,3,0,0,255,2
1,5,5,21,31,3,0,0,255,2
1,5,5,22,31,3,0,0,255,2
1,5,5,23,31,3,0,0,255,1
1,5,5,24,0,3,0,0,204,2
1,5,5,24,3,3,0,0,204,4
1,5,5,24,7,3,0,0,204,5
1,5,5,24,12,3,0,0,204,2
1,5,5,24,25,3,0,0,204,1
1,5,5,24,28,3,0,0,204,1
1,5,5,24,31,3,0,0,204,3
1,5,5,25,17,3,0,0,204,1
1,5,5,25,19,3,0,0,204,2
1,5,5,25,24,3,0,0,204,1
1,5,5,25,28,3,0,0,204,2
1,5,5,25,31,3,0,0,204,2
1,5,5,26,31,3,0,0,255,2
1,5,5,27,31,3,0,0,255,1
1,5,5,28,0,3,0,0,204,3
1,5,5,28,3,3,0,0,204,5
1,5,5,28,7,3,0,0,204,4
1,5,5,28,12,3,0,0,204,1
1,5,5,28,24,3,0,0,204,1
1,5,5,28,25,3,0,0,204,2
1,5,5,28,31,3,0,0,204,2
1,5,5,29,31,3,0,0,255,1
1,5,5,30,31,3,0,0,255,1
1,5,5,31,0,3,0,0,204,5
1,5,5,31,3,3,0,0,204,3
1,5,5,31,7,3,0,0,204,2
1,5,5,31,11,3,0,0,0,2
1,5,5,31,13,3,0,0,0,2
1,5,5,31,15,3,0,0,0,1
1,5,5,31,17,3,0,0,204,3
1,5,5,31,19,3,0,0,204,2
1,5,5,31,21,3,0,0,0,2
1,5,5,31,22,3,0,0,0,2
1,5,5,31,23,3,0,0,0,1
1,5,5,31,24,3,0,0,204,3
1,5,5,31,25,3,0,0,204,2
1,5,5,31,26,3,0,0,0,2
1,5,5,31,27,3,0,0,0,1
1,5,5,31,28,3,0,0,204,2
1,5,5,31,29,3,0,0,0,1
1,5,5,31,30,3,0,0,0,1
1,5,5,0,1,3,1,0,0,1
1,5,5,0,2,3,1,0,0,1
1,5,5,0,4,3,1,0,0,1
1,5,5,0,5,3,1,0,0,2
1,5,5,0,8,3,1,0,0,1
1,5,5,0,9,3,1,0,0,2
1,5,5,0,10,3,1,0,0,2
1,5,5,0,16,3,1,0,0,1
1,5,5,0,18,3,1,0,0,2
1,5,5,0,20,3,1,0,0,2
1,5,5,1,0,3,1,0,255,1
1,5,5,2,0,3,1,0,255,1
1,5,5,4,0,3,1,0,255,1
1,5,5,5,0,3,1,0,255,2
1,5,5,8,0,3,1,0,255,1
1,5,5,9,0,3,1,0,255,2
1,5,5,10,0,3,1,0,255,2
1,5,5,11,31,3,1,0,255,2
1,5,5,13,31,3,1,0,255,2
1,5,5,15,31,3,1,0,255,1
1,5,5,16,0,3,1,0,255,1
1,5,5,18,0,3,1,0,255,2
1,5,5,20,0,3,1,0,255,2
1,5,5,21,31,3,1,0,255,2
1,5,5,22,31,3,1,0,255,2
1,5,5,23,31,3,1,0,255,1
1,5,5,26,31,3,1,0,255,2
1,5,5,27,31,3,1,0,255,1
1,5,5,29,31,3,1,0,255,1
1,5,5,30,31,3,1,0,255,1
1,5,5,31,11,3,1,0,0,2
1,5,5,31,13,3,1,0,0,2
1,5,5,31,15,3,1,0,0,1
1,5,5,31,21,3,1,0,0,2
1,5,5,31,22,3,1,0,0,2
1,5,5,31,23,3,1,0,0,1
1,5,5,31,26,3,1,0,0,2
1,5,5,31,27,3,1,0,0,1
1,5,5,31,29,3,1,0,0,1
1,5,5,31,30,3,1,0,0,1
1,5,5,0,1,3,2,0,0,1
1,5,5,0,2,3,2,0,0,1
1,5,5,0,4,3,2,0,0,1
1,5,5,0,5,3,2,0,0,2
1,5,5,0,8,3,2,0,0,1
1,5,5,0,9,3,2,0,0,2
1,5,5,0,10,3,2,0,0,2
1,5,5,0,16,3,2,0,0,1
1,5,5,0,18,3,2,0,0,2
1,5,5,0,20,3,2,0,0,2
1,5,5,1,0,3,2,0,255,1
1,5,5,2,0,3,2,0,255,1
1,5,5,4,0,3,2,0,255,1
1,5,5,5,0,3,2,0,255,2
1,5,5,8,0,3,2,0,255,1
1,5,5,9,0,3,2,0,255,2
1,5,5,10,0,3,2,0,255,2
1,5,5,11,31,3,2,0,255,2
1,5,5,13,31,3,2,0,255,2
1,5,5,15,31,3,2,0,255,1
1,5,5,16,0,3,2,0,255,1
1,5,5,18,0,3,2,0,255,2
1,5,5,20,0,3,2,0,255,2
1,5,5,21,31,3,2,0,255,2
1,5,5,22,31,3,2,0,255,2
1,5,5,23,31,3,2,0,255,1
1,5,5,26,31,3,2,0,255,2
1,5,5,27,31,3,2,0,255,1
1,5,5,29,31,3,2,0,255,1
1,5,5,30,31,3,2,0,255,1
1,5,5,31,11,3,2,0,0,2
1,5,5,31,13,3,2,0,0,2
1,5,5,31,15,3,2,0,0,1
1,5,5,31,21,3,2,0,0,2
1,5,5,31,22,3,2,0,0,2
1,5,5,31,23,3,2,0,0,1
1,5,5,31,26,3,2,0,0,2
1,5,5,31,27,3,2,0,0,1
1,5,5,31,29,3,2,0,0,1
1,5,5,31,30,3,2,0,0,1
1,5,5,0,1,3,3,0,0,1
1,5,5,0,2,3,3,0,0,1
1,5,5,0,4,3,3,0,0,1
1,5,5,0,5,3,3,0,0,2
1,5,5,0,8,3,3,0,0,1
1,5,5,0,9,3,3,0,0,2
1,5,5,0,10,3,3,0,0,2
1,5,5,0,16,3,3,0,0,1
1,5,5,0,18,3,3,0,0,2
1,5,5,0,20,3,3,0,0,2
1,5,5,1,0,3,3,0,255,1
1,5,5,2,0,3,3,0,255,1
1,5,5,4,0,3,3,0,255,1
1,5,5,5,0,3,3,0,255,2
1,5,5,8,0,3,3,0,255,1
1,5,5,9,0,3,3,0,255,2
1,5,5,10,0,3,3,0,255,2
1,5,5,11,31,3,3,0,255,2
1,5,5,13,31,3,3,0,255,2
1,5,5,15,31,3,3,0,255,1
1,5,5,16,0,3,3,0,255,1
1,5,5,18,0,3,3,0,255,2
1,5,5,20,0,3,3,0,255,2
1,5,5,21,31,3,3,0,255,2
1,5,5,22,31,3,3,0,255,2
1,5,5,23,31,3,3,0,255,1
1,5,5,26,31,3,3,0,255,2
1,5,5,27,31,3,3,0,255,1
1,5,5,29,31,3,3,0,255,1
1,5,5,30,31,3,3,0,255,1
1,5,5,31,11,3,3,0,0,2
1,5,5,31,13,3,3,0,0,2
1,5,5,31,15,3,3,0,0,1
1,5,5,31,21,3,3,0,0,2
1,5,5,31,22,3,3,0,0,2
1,5,5,31,23,3,3,0,0,1
1,5,5,31,26,3,3,0,0,2
1,5,5,31,27,3,3,0,0,1
1,5,5,31,29,3,3,0,0,1
1,5,5,31,30,3,3,0,0,1
1,6,6,0,1,1,-1,0,0,1
1,6,6,0,2,1,-1,0,0,1
1,6,6,0,4,1,-1,0,0,1
1,6,6,0,8,1,-1,0,0,1
1,6,6,0,9,1,-1,0,0,2
1,6,6,0,16,1,-1,0,0,1
1,6,6,0,18,1,-1,0,0,2
1,6,6,0,32,1,-1,0,0,1
1,6,6,0,36,1,-1,0,0,2
1,6,6,1,0,1,-1,0,255,1
1,6,6,2,0,1,-1,0,255,1
1,6,6,4,0,1,-1,0,255,1
1,6,6,8,0,1,-1,0,255,1
1,6,6,9,0,1,-1,0,255,2
1,6,6,16,0,1,-1,0,255,1
1,6,6,18,0,1,-1,0,255,2
1,6,6,27,63,1,-1,0,255,2
1,6,6,31,63,1,-1,0,255,1
1,6,6,32,0,1,-1,0,255,1
1,6,6,36,0,1,-1,0,255,2
1,6,6,45,63,1,-1,0,255,2
1,6,6,47,63,1,-1,0,255,1
1,6,6,54,63,1,-1,0,255,2
1,6,6,55,63,1,-1,0,255,1
1,6,6,59,63,1,-1,0,255,1
1,6,6,61,63,1,-1,0,255,1
1,6,6,62,63,1,-1,0,255,1
1,6,6,63,27,1,-1,0,0,2
1,6,6,63,31,1,-1,0,0,1
1,6,6,63,45,1,-1,0,0,2
1,6,6,63,47,1,-1,0,0,1
1,6,6,63,54,1,-1,0,0,2
1,6,6,63,55,1,-1,0,0,1
1,6,6,63,59,1,-1,0,0,1
1,6,6,63,61,1,-1,0,0,1
1,6,6,63,62,1,-1,0,0,1
1,6,6,0,1,1,0,0,0,1
1,6,6,0,2,1,0,0,0,1
1,6,6,0,3,1,0,0,204,2
1,6,6,0,4,1,0,0,0,1
1,6,6,0,6,1,0,0,204,2
1,6,6,0,7,1,0,0,204,3
1,6,6,0,8,1,0,0,0,1
1,6,6,0,9,1,0,0,0,2
1,6,6,0,12,1,0,0,204,2
1,6,6,0,14,1,0,0,204,3
1,6,6,0,15,1,0,0,204,4
1,6,6,0,16,1,0,0,0,1
1,6,6,0,18,1,0,0,0,2
1,6,6,0,24,1,0,0,204,2
1,6,6,0,28,1,0,0,204,3
1,6,6,0,30,1,0,0,204,4
1,6,6,0,32,1,0,0,0,1
1,6,6,0,36,1,0,0,0,2
1,6,6,0,48,1,0,0,204,2
1,6,6,0,51,1,0,0,204,4
1,6,6,0,56,1,0,0,204,3
1,6,6,0,60,1,0,0,204,4
1,6,6,0,63,1,0,0,204,6
1,6,6,1,0,1,0,0,255,1
1,6,6,2,0,1,0,0,255,1
1,6,6,3,0,1,0,0,204,2
1,6,6,3,6,1,0,0,204,2
1,6,6,3,7,1,0,0,204,1
1,6,6,3,12,1,0,0,204,4
1,6,6,3,14,1,0,0,204,3
1,6,6,3,15,1,0,0,204,2
1,6,6,3,35,1,0,0,204,1
1,6,6,3,39,1,0,0,204,2
1,6,6,3,48,1,0,0,204,4
1,6,6,3,51,1,0,0,204,2
1,6,6,3,56,1,0,0,204,5
1,6,6,3,60,1,0,0,204,6
1,6,6,3,63,1,0,0,204,4
1,6,6,4,0,1,0,0,255,1
1,6,6,6,0,1,0,0,204,2
1,6,6,6,3,1,0,0,204,2
1,6,6,6,7,1,0,0,204,1
1,6,6,6,12,1,0,0,204,2
1,6,6,6,14,1,0,0,204,1
1,6,6,6,15,1,0,0,204,2
1,6,6,6,24,1,0,0,204,4
1,6,6,6,28,1,0,0,204,3
1,6,6,6,30,1,0,0,204,2
