m,w,area,a,b,k,u,v,rule,physical_flips
2,3,6,40,48,2,2,0,204,2
2,3,6,40,56,2,2,0,204,1
2,3,6,42,56,2,2,0,255,2
2,3,6,45,63,2,2,-1,255,2
2,3,6,45,63,2,2,0,255,2
2,3,6,48,0,2,2,0,204,2
2,3,6,48,8,2,2,0,204,3
2,3,6,48,16,2,2,0,204,1
2,3,6,48,24,2,2,0,204,2
2,3,6,48,32,2,2,0,204,1
2,3,6,48,40,2,2,0,204,2
2,3,6,48,56,2,2,0,204,1
2,3,6,49,56,2,2,0,255,2
2,3,6,54,63,2,2,-1,255,2
2,3,6,54,63,2,2,0,255,2
2,3,6,56,0,2,2,0,204,3
2,3,6,56,8,2,2,0,204,2
2,3,6,56,16,2,2,0,204,2
2,3,6,56,24,2,2,0,204,1
2,3,6,56,28,2,2,0,0,2
2,3,6,56,32,2,2,0,204,2
2,3,6,56,40,2,2,0,204,1
2,3,6,56,42,2,2,0,0,2
2,3,6,56,48,2,2,0,204,1
2,3,6,56,49,2,2,0,0,2
2,3,6,63,27,2,2,-1,0,2
2,3,6,63,45,2,2,-1,0,2
2,3,6,63,54,2,2,-1,0,2
2,3,6,63,27,2,2,0,0,2
2,3,6,63,45,2,2,0,0,2
2,3,6,63,54,2,2,0,0,2
2,3,6,0,9,3,-3,-1,0,2
2,3,6,0,18,3,-3,-1,0,2
2,3,6,0,19,3,-3,-1,240,3
2,3,6,0,26,3,-3,-1,240,3
2,3,6,0,36,3,-3,-1,0,2
2,3,6,0,38,3,-3,-1,240,3
2,3,6,0,52,3,-3,-1,240,3
2,3,6,0,63,3,-3,-1,240,6
2,3,6,0,9,3,-3,0,0,2
2,3,6,0,18,3,-3,0,0,2
2,3,6,0,36,3,-3,0,0,2
2,3,6,0,63,3,-3,0,240,6
2,3,6,7,14,3,-3,-1,0,2
2,3,6,7,15,3,-3,-1,204,1
2,3,6,7,21,3,-3,-1,0,2
2,3,6,7,23,3,-3,-1,204,1
2,3,6,7,31,3,-3,-1,204,2
2,3,6,7,35,3,-3,-1,0,2
2,3,6,7,39,3,-3,-1,204,1
2,3,6,7,47,3,-3,-1,204,2
2,3,6,7,52,3,-3,-1,240,4
2,3,6,7,55,3,-3,-1,204,2
2,3,6,7,56,3,-3,-1,240,6
2,3,6,7,63,3,-3,-1,204,3
2,3,6,7,56,3,-3,0,15,6
2,3,6,9,0,3,-3,-1,255,2
2,3,6,9,0,3,-3,0,255,2
2,3,6,10,26,3,-3,-1,255,1
2,3,6,12,13,3,-3,-1,255,1
2,3,6,13,12,3,-3,-1,0,1
2,3,6,13,29,3,-3,-1,0,1
2,3,6,13,41,3,-3,-1,240,2
2,3,6,13,63,3,-3,-1,240,3
2,3,6,14,7,3,-3,-1,255,2
2,3,6,13,41,3,-3,0,15,2
2,3,6,15,7,3,-3,-1,204,1
2,3,6,15,23,3,-3,-1,204,2
2,3,6,15,31,3,-3,-1,204,1
2,3,6,15,39,3,-3,-1,204,2
2,3,6,15,47,3,-3,-1,204,1
2,3,6,15,55,3,-3,-1,204,3
2,3,6,15,63,3,-3,-1,204,2
2,3,6,17,19,3,-3,-1,255,1
2,3,6,18,0,3,-3,-1,255,2
2,3,6,18,0,3,-3,0,255,2
2,3,6,19,0,3,-3,-1,240,3
2,3,6,19,17,3,-3,-1,0,1
2,3,6,19,26,3,-3,-1,240,2
2,3,6,19,51,3,-3,-1,0,1
2,3,6,19,26,3,-3,0,15,2
2,3,6,20,52,3,-3,-1,255,1
2,3,6,21,7,3,-3,-1,255,2
2,3,6,23,7,3,-3,-1,204,1
2,3,6,23,15,3,-3,-1,204,2
2,3,6,23,31,3,-3,-1,204,1
2,3,6,23,39,3,-3,-1,204,2
2,3,6,23,47,3,-3,-1,204,3
2,3,6,23,55,3,-3,-1,204,1
2,3,6,23,63,3,-3,-1,204,2
2,3,6,26,0,3,-3,-1,240,3
2,3,6,26,10,3,-3,-1,0,1
2,3,6,26,19,3,-3,-1,240,2
2,3,6,26,19,3,-3,0,15,2
2,3,6,26,30,3,-3,-1,0,1
2,3,6,27,63,3,-3,-1,255,2
2,3,6,27,63,3,-3,0,255,2
2,3,6,28,56,3,-3,-1,255,2
2,3,6,29,13,3,-3,-1,255,1
2,3,6,30,26,3,-3,-1,255,1
2,3,6,31,7,3,-3,-1,204,2
2,3,6,31,15,3,-3,-1,204,1
2,3,6,31,23,3,-3,-1,204,1
2,3,6,31,39,3,-3,-1,204,3
2,3,6,31,47,3,-3,-1,204,2
2,3,6,31,55,3,-3,-1,204,2
2,3,6,31,59,3,-3,-1,204,2
2,3,6,31,63,3,-3,-1,204,1
2,3,6,31,59,3,-3,0,51,2
2,3,6,33,41,3,-3,-1,255,1
2,3,6,34,38,3,-3,-1,255,1
2,3,6,35,7,3,-3,-1,255,2
2,3,6,36,0,3,-3,-1,255,2
2,3,6,36,0,3,-3,0,255,2
2,3,6,38,0,3,-3,-1,240,3
2,3,6,38,34,3,-3,-1,0,1
2,3,6,38,46,3,-3,-1,0,1
2,3,6,38,52,3,-3,-1,240,2
2,3,6,38,56,3,-3,-1,240,4
2,3,6,38,63,3,-3,-1,240,3
2,3,6,39,7,3,-3,-1,204,1
2,3,6,39,15,3,-3,-1,204,2
2,3,6,39,23,3,-3,-1,204,2
2,3,6,39,31,3,-3,-1,204,3
2,3,6,39,47,3,-3,-1,204,1
2,3,6,39,55,3,-3,-1,204,1
2,3,6,39,63,3,-3,-1,204,2
2,3,6,38,52,3,-3,0,15,2
2,3,6,41,13,3,-3,-1,240,2
2,3,6,41,33,3,-3,-1,0,1
2,3,6,41,43,3,-3,-1,0,1
2,3,6,41,63,3,-3,-1,240,3
2,3,6,41,13,3,-3,0,15,2
2,3,6,42,56,3,-3,-1,255,2
2,3,6,43,41,3,-3,-1,255,1
2,3,6,45,63,3,-3,-1,255,2
2,3,6,46,38,3,-3,-1,255,1
2,3,6,45,63,3,-3,0,255,2
2,3,6,47,7,3,-3,-1,204,2
2,3,6,47,15,3,-3,-1,204,1
2,3,6,47,23,3,-3,-1,204,3
2,3,6,47,31,3,-3,-1,204,2
2,3,6,47,39,3,-3,-1,204,1
2,3,6,47,55,3,-3,-1,204,2
2,3,6,47,61,3,-3,-1,204,2
2,3,6,47,63,3,-3,-1,204,1
2,3,6,47,61,3,-3,0,51,2
2,3,6,49,56,3,-3,-1,255,2
2,3,6,51,19,3,-3,-1,255,1
2,3,6,52,0,3,-3,-1,240,3
2,3,6,52,7,3,-3,-1,240,4
2,3,6,52,20,3,-3,-1,0,1
2,3,6,52,38,3,-3,-1,240,2
2,3,6,52,38,3,-3,0,15,2
2,3,6,52,53,3,-3,-1,0,1
2,3,6,52,63,3,-3,-1,240,3
2,3,6,53,52,3,-3,-1,255,1
2,3,6,54,63,3,-3,-1,255,2
2,3,6,55,7,3,-3,-1,204,2
2,3,6,55,15,3,-3,-1,204,3
2,3,6,55,23,3,-3,-1,204,1
2,3,6,55,31,3,-3,-1,204,2
2,3,6,55,39,3,-3,-1,204,1
2,3,6,55,47,3,-3,-1,204,2
2,3,6,55,62,3,-3,-1,204,2
2,3,6,55,63,3,-3,-1,204,1
2,3,6,56,7,3,-3,-1,240,6
2,3,6,56,28,3,-3,-1,0,2
2,3,6,56,38,3,-3,-1,240,4
2,3,6,56,42,3,-3,-1,0,2
2,3,6,56,49,3,-3,-1,0,2
2,3,6,54,63,3,-3,0,255,2
2,3,6,55,62,3,-3,0,51,2
2,3,6,56,7,3,-3,0,15,6
2,3,6,56,57,3,-3,-1,204,1
2,3,6,56,58,3,-3,-1,204,1
2,3,6,56,59,3,-3,-1,204,2
2,3,6,56,60,3,-3,-1,204,1
2,3,6,56,61,3,-3,-1,204,2
2,3,6,56,62,3,-3,-1,204,2
2,3,6,56,63,3,-3,-1,204,3
2,3,6,57,56,3,-3,-1,204,1
2,3,6,57,58,3,-3,-1,204,2
2,3,6,57,59,3,-3,-1,204,1
2,3,6,57,60,3,-3,-1,204,2
2,3,6,57,61,3,-3,-1,204,1
2,3,6,57,62,3,-3,-1,204,3
2,3,6,57,63,3,-3,-1,204,2
2,3,6,58,56,3,-3,-1,204,1
2,3,6,58,57,3,-3,-1,204,2
2,3,6,58,59,3,-3,-1,204,1
2,3,6,58,60,3,-3,-1,204,2
2,3,6,58,61,3,-3,-1,204,3
2,3,6,58,62,3,-3,-1,204,1
2,3,6,58,63,3,-3,-1,204,2
2,3,6,59,31,3,-3,-1,204,2
2,3,6,59,56,3,-3,-1,204,2
2,3,6,59,57,3,-3,-1,204,1
2,3,6,59,58,3,-3,-1,204,1
2,3,6,59,60,3,-3,-1,204,3
2,3,6,59,61,3,-3,-1,204,2
2,3,6,59,62,3,-3,-1,204,2
2,3,6,59,63,3,-3,-1,204,1
2,3,6,60,56,3,-3,-1,204,1
2,3,6,60,57,3,-3,-1,204,2
2,3,6,60,58,3,-3,-1,204,2
2,3,6,60,59,3,-3,-1,204,3
2,3,6,59,31,3,-3,0,51,2
2,3,6,60,61,3,-3,-1,204,1
2,3,6,60,62,3,-3,-1,204,1
2,3,6,60,63,3,-3,-1,204,2
2,3,6,61,47,3,-3,-1,204,2
2,3,6,61,56,3,-3,-1,204,2
2,3,6,61,57,3,-3,-1,204,1
2,3,6,61,58,3,-3,-1,204,3
2,3,6,61,59,3,-3,-1,204,2
2,3,6,61,60,3,-3,-1,204,1
2,3,6,61,62,3,-3,-1,204,2
2,3,6,61,63,3,-3,-1,204,1
2,3,6,62,55,3,-3,-1,204,2
2,3,6,62,56,3,-3,-1,204,2
2,3,6,62,57,3,-3,-1,204,3
2,3,6,62,58,3,-3,-1,204,1
2,3,6,62,59,3,-3,-1,204,2
2,3,6,62,60,3,-3,-1,204,1
2,3,6,62,61,3,-3,-1,204,2
2,3,6,61,47,3,-3,0,51,2
2,3,6,62,55,3,-3,0,51,2
2,3,6,62,63,3,-3,-1,204,1
2,3,6,63,0,3,-3,-1,240,6
2,3,6,63,7,3,-3,-1,204,3
2,3,6,63,13,3,-3,-1,240,3
2,3,6,63,15,3,-3,-1,204,2
2,3,6,63,23,3,-3,-1,204,2
2,3,6,63,27,3,-3,-1,0,2
2,3,6,63,31,3,-3,-1,204,1
2,3,6,63,38,3,-3,-1,240,3
2,3,6,63,39,3,-3,-1,204,2
2,3,6,63,41,3,-3,-1,240,3
2,3,6,63,45,3,-3,-1,0,2
2,3,6,63,47,3,-3,-1,204,1
2,3,6,63,52,3,-3,-1,240,3
2,3,6,63,54,3,-3,-1,0,2
2,3,6,63,55,3,-3,-1,204,1
2,3,6,63,56,3,-3,-1,204,3
2,3,6,63,57,3,-3,-1,204,2
2,3,6,63,58,3,-3,-1,204,2
2,3,6,63,59,3,-3,-1,204,1
2,3,6,63,60,3,-3,-1,204,2
2,3,6,63,61,3,-3,-1,204,1
2,3,6,63,62,3,-3,-1,204,1
2,3,6,63,0,3,-3,0,240,6
2,3,6,63,27,3,-3,0,0,2
2,3,6,63,45,3,-3,0,0,2
2,3,6,63,54,3,-3,0,0,2
2,3,6,0,9,3,-2,-1,0,2
2,3,6,0,18,3,-2,-1,0,2
2,3,6,0,36,3,-2,-1,0,2
2,3,6,0,9,3,-2,0,0,2
2,3,6,0,18,3,-2,0,0,2
2,3,6,0,36,3,-2,0,0,2
2,3,6,7,14,3,-2,-1,0,2
2,3,6,7,21,3,-2,-1,0,2
2,3,6,7,35,3,-2,-1,0,2
2,3,6,9,0,3,-2,-1,255,2
2,3,6,9,0,3,-2,0,255,2
2,3,6,14,7,3,-2,-1,255,2
2,3,6,18,0,3,-2,-1,255,2
2,3,6,18,0,3,-2,0,255,2
2,3,6,21,7,3,-2,-1,255,2
2,3,6,27,63,3,-2,-1,255,2
2,3,6,27,63,3,-2,0,255,2
2,3,6,28,56,3,-2,-1,255,2
2,3,6,35,7,3,-2,-1,255,2
2,3,6,36,0,3,-2,-1,255,2
2,3,6,36,0,3,-2,0,255,2
2,3,6,42,56,3,-2,-1,255,2
2,3,6,45,63,3,-2,-1,255,2
2,3,6,45,63,3,-2,0,255,2
2,3,6,49,56,3,-2,-1,255,2
2,3,6,54,63,3,-2,-1,255,2
2,3,6,56,28,3,-2,-1,0,2
2,3,6,56,42,3,-2,-1,0,2
2,3,6,56,49,3,-2,-1,0,2
2,3,6,54,63,3,-2,0,255,2
2,3,6,63,27,3,-2,-1,0,2
2,3,6,63,45,3,-2,-1,0,2
2,3,6,63,54,3,-2,-1,0,2
2,3,6,63,27,3,-2,0,0,2
2,3,6,63,45,3,-2,0,0,2
2,3,6,63,54,3,-2,0,0,2
2,3,6,0,9,3,-1,-1,0,2
2,3,6,0,18,3,-1,-1,0,2
2,3,6,0,36,3,-1,-1,0,2
2,3,6,0,9,3,-1,0,0,2
2,3,6,0,18,3,-1,0,0,2
2,3,6,0,36,3,-1,0,0,2
2,3,6,7,14,3,-1,-1,0,2
2,3,6,7,21,3,-1,-1,0,2
2,3,6,7,35,3,-1,-1,0,2
2,3,6,9,0,3,-1,-1,255,2
2,3,6,9,0,3,-1,0,255,2
2,3,6,14,7,3,-1,-1,255,2
2,3,6,18,0,3,-1,-1,255,2
2,3,6,18,0,3,-1,0,255,2
2,3,6,21,7,3,-1,-1,255,2
2,3,6,27,63,3,-1,-1,255,2
2,3,6,27,63,3,-1,0,255,2
2,3,6,28,56,3,-1,-1,255,2
2,3,6,35,7,3,-1,-1,255,2
2,3,6,36,0,3,-1,-1,255,2
2,3,6,36,0,3,-1,0,255,2
2,3,6,42,56,3,-1,-1,255,2
2,3,6,45,63,3,-1,-1,255,2
2,3,6,45,63,3,-1,0,255,2
2,3,6,49,56,3,-1,-1,255,2
2,3,6,54,63,3,-1,-1,255,2
2,3,6,56,28,3,-1,-1,0,2
2,3,6,56,42,3,-1,-1,0,2
2,3,6,56,49,3,-1,-1,0,2
2,3,6,54,63,3,-1,0,255,2
2,3,6,63,27,3,-1,-1,0,2
2,3,6,63,45,3,-1,-1,0,2
2,3,6,63,54,3,-1,-1,0,2
2,3,6,63,27,3,-1,0,0,2
2,3,6,63,45,3,-1,0,0,2
2,3,6,63,54,3,-1,0,0,2
2,3,6,0,1,3,0,-1,240,1
2,3,6,0,2,3,0,-1,240,1
2,3,6,0,3,3,0,-1,240,2
2,3,6,0,4,3,0,-1,240,1
2,3,6,0,5,3,0,-1,240,2
2,3,6,0,6,3,0,-1,240,2
2,3,6,0,7,3,0,-1,240,3
2,3,6,0,8,3,0,-1,240,1
2,3,6,0,9,3,0,-1,0,2
2,3,6,0,16,3,0,-1,240,1
2,3,6,0,18,3,0,-1,0,2
2,3,6,0,19,3,0,-1,204,3
2,3,6,0,24,3,0,-1,240,2
2,3,6,0,26,3,0,-1,204,3
2,3,6,0,32,3,0,-1,240,1
2,3,6,0,36,3,0,-1,0,2
2,3,6,0,38,3,0,-1,204,3
2,3,6,0,40,3,0,-1,240,2
2,3,6,0,48,3,0,-1,240,2
2,3,6,0,52,3,0,-1,204,3
2,3,6,0,56,3,0,-1,240,3
2,3,6,0,63,3,0,-1,204,6
2,3,6,1,0,3,0,-1,240,1
2,3,6,1,2,3,0,-1,240,2
2,3,6,1,3,3,0,-1,240,1
2,3,6,1,4,3,0,-1,240,2
2,3,6,1,5,3,0,-1,240,1
2,3,6,1,6,3,0,-1,240,3
2,3,6,1,7,3,0,-1,240,2
2,3,6,1,8,3,0,-1,240,2
2,3,6,2,0,3,0,-1,240,1
2,3,6,2,1,3,0,-1,240,2
2,3,6,0,9,3,0,0,0,2
2,3,6,0,18,3,0,0,0,2
2,3,6,0,36,3,0,0,0,2
2,3,6,0,63,3,0,0,204,6
2,3,6,1,8,3,0,0,15,2
2,3,6,2,3,3,0,-1,240,1
2,3,6,2,4,3,0,-1,240,2
2,3,6,2,5,3,0,-1,240,3
2,3,6,2,6,3,0,-1,240,1
2,3,6,2,7,3,0,-1,240,2
2,3,6,2,16,3,0,-1,240,2
2,3,6,3,0,3,0,-1,240,2
2,3,6,3,1,3,0,-1,240,1
2,3,6,3,2,3,0,-1,240,1
2,3,6,3,4,3,0,-1,240,3
2,3,6,3,5,3,0,-1,240,2
2,3,6,3,6,3,0,-1,240,2
2,3,6,3,7,3,0,-1,240,1
2,3,6,4,0,3,0,-1,240,1
2,3,6,4,1,3,0,-1,240,2
2,3,6,4,2,3,0,-1,240,2
2,3,6,4,3,3,0,-1,240,3
2,3,6,2,16,3,0,0,15,2
2,3,6,4,5,3,0,-1,240,1
2,3,6,4,6,3,0,-1,240,1
2,3,6,4,7,3,0,-1,240,2
2,3,6,4,32,3,0,-1,240,2
2,3,6,5,0,3,0,-1,240,2
2,3,6,5,1,3,0,-1,240,1
2,3,6,5,2,3,0,-1,240,3
2,3,6,5,3,3,0,-1,240,2
2,3,6,5,4,3,0,-1,240,1
2,3,6,5,6,3,0,-1,240,2
2,3,6,5,7,3,0,-1,240,1
2,3,6,6,0,3,0,-1,240,2
2,3,6,6,1,3,0,-1,240,3
2,3,6,6,2,3,0,-1,240,1
2,3,6,6,3,3,0,-1,240,2
2,3,6,6,4,3,0,-1,240,1
2,3,6,6,5,3,0,-1,240,2
2,3,6,4,32,3,0,0,15,2
2,3,6,6,7,3,0,-1,240,1
2,3,6,7,0,3,0,-1,240,3
2,3,6,7,1,3,0,-1,240,2
2,3,6,7,2,3,0,-1,240,2
2,3,6,7,3,3,0,-1,240,1
2,3,6,7,4,3,0,-1,240,2
2,3,6,7,5,3,0,-1,240,1
2,3,6,7,6,3,0,-1,240,1
2,3,6,7,14,3,0,-1,0,2
2,3,6,7,15,3,0,-1,170,1
2,3,6,7,21,3,0,-1,0,2
2,3,6,7,23,3,0,-1,170,1
2,3,6,7,31,3,0,-1,170,2
2,3,6,7,35,3,0,-1,0,2
2,3,6,7,39,3,0,-1,170,1
2,3,6,7,47,3,0,-1,170,2
2,3,6,7,52,3,0,-1,204,4
2,3,6,7,55,3,0,-1,170,2
2,3,6,7,56,3,0,-1,204,6
2,3,6,7,63,3,0,-1,170,3
2,3,6,8,0,3,0,-1,240,1
2,3,6,8,1,3,0,-1,240,2
2,3,6,7,56,3,0,0,51,6
2,3,6,8,1,3,0,0,15,2
2,3,6,8,16,3,0,-1,240,2
2,3,6,8,24,3,0,-1,240,1
2,3,6,8,32,3,0,-1,240,2
2,3,6,8,40,3,0,-1,240,1
2,3,6,8,48,3,0,-1,240,3
2,3,6,8,56,3,0,-1,240,2
2,3,6,9,0,3,0,-1,255,2
2,3,6,9,0,3,0,0,255,2
2,3,6,10,26,3,0,-1,255,1
2,3,6,12,13,3,0,-1,255,1
2,3,6,13,12,3,0,-1,0,1
2,3,6,13,29,3,0,-1,0,1
2,3,6,13,41,3,0,-1,204,2
2,3,6,13,63,3,0,-1,204,3
2,3,6,14,7,3,0,-1,255,2
2,3,6,13,41,3,0,0,51,2
2,3,6,15,7,3,0,-1,170,1
2,3,6,15,23,3,0,-1,170,2
2,3,6,15,31,3,0,-1,170,1
2,3,6,15,39,3,0,-1,170,2
2,3,6,15,47,3,0,-1,170,1
2,3,6,15,55,3,0,-1,170,3
2,3,6,15,63,3,0,-1,170,2
2,3,6,16,0,3,0,-1,240,1
2,3,6,16,2,3,0,-1,240,2
2,3,6,16,8,3,0,-1,240,2
2,3,6,16,2,3,0,0,15,2
2,3,6,16,24,3,0,-1,240,1
2,3,6,16,32,3,0,-1,240,2
2,3,6,16,40,3,0,-1,240,3
2,3,6,16,48,3,0,-1,240,1
2,3,6,16,56,3,0,-1,240,2
2,3,6,17,19,3,0,-1,255,1
2,3,6,18,0,3,0,-1,255,2
2,3,6,18,0,3,0,0,255,2
2,3,6,19,0,3,0,-1,204,3
2,3,6,19,17,3,0,-1,0,1
2,3,6,19,26,3,0,-1,204,2
2,3,6,19,51,3,0,-1,0,1
2,3,6,19,26,3,0,0,51,2
2,3,6,20,52,3,0,-1,255,1
2,3,6,21,7,3,0,-1,255,2
2,3,6,23,7,3,0,-1,170,1
2,3,6,23,15,3,0,-1,170,2
2,3,6,23,31,3,0,-1,170,1
2,3,6,23,39,3,0,-1,170,2
2,3,6,23,47,3,0,-1,170,3
2,3,6,23,55,3,0,-1,170,1
2,3,6,23,63,3,0,-1,170,2
2,3,6,24,0,3,0,-1,240,2
2,3,6,24,8,3,0,-1,240,1
2,3,6,24,16,3,0,-1,240,1
2,3,6,24,32,3,0,-1,240,3
2,3,6,24,40,3,0,-1,240,2
2,3,6,24,48,3,0,-1,240,2
2,3,6,24,56,3,0,-1,240,1
2,3,6,26,0,3,0,-1,204,3
2,3,6,26,10,3,0,-1,0,1
2,3,6,26,19,3,0,-1,204,2
2,3,6,26,19,3,0,0,51,2
2,3,6,26,30,3,0,-1,0,1
2,3,6,27,63,3,0,-1,255,2
2,3,6,27,63,3,0,0,255,2
2,3,6,28,56,3,0,-1,255,2
2,3,6,29,13,3,0,-1,255,1
2,3,6,30,26,3,0,-1,255,1
2,3,6,31,7,3,0,-1,170,2
2,3,6,31,15,3,0,-1,170,1
2,3,6,31,23,3,0,-1,170,1
2,3,6,31,39,3,0,-1,170,3
2,3,6,31,47,3,0,-1,170,2
2,3,6,31,55,3,0,-1,170,2
2,3,6,31,59,3,0,-1,170,2
2,3,6,31,63,3,0,-1,170,1
2,3,6,32,0,3,0,-1,240,1
2,3,6,32,4,3,0,-1,240,2
2,3,6,32,8,3,0,-1,240,2
2,3,6,32,16,3,0,-1,240,2
2,3,6,32,24,3,0,-1,240,3
2,3,6,31,59,3,0,0,85,2
2,3,6,32,4,3,0,0,15,2
2,3,6,32,40,3,0,-1,240,1
2,3,6,32,48,3,0,-1,240,1
2,3,6,32,56,3,0,-1,240,2
2,3,6,33,41,3,0,-1,255,1
2,3,6,34,38,3,0,-1,255,1
2,3,6,35,7,3,0,-1,255,2
2,3,6,36,0,3,0,-1,255,2
2,3,6,36,0,3,0,0,255,2
2,3,6,38,0,3,0,-1,204,3
2,3,6,38,34,3,0,-1,0,1
2,3,6,38,46,3,0,-1,0,1
2,3,6,38,52,3,0,-1,204,2
2,3,6,38,56,3,0,-1,204,4
2,3,6,38,63,3,0,-1,204,3
2,3,6,39,7,3,0,-1,170,1
2,3,6,39,15,3,0,-1,170,2
2,3,6,39,23,3,0,-1,170,2
2,3,6,39,31,3,0,-1,170,3
2,3,6,39,47,3,0,-1,170,1
2,3,6,39,55,3,0,-1,170,1
2,3,6,39,63,3,0,-1,170,2
2,3,6,40,0,3,0,-1,240,2
2,3,6,40,8,3,0,-1,240,1
2,3,6,40,16,3,0,-1,240,3
2,3,6,40,24,3,0,-1,240,2
2,3,6,40,32,3,0,-1,240,1
2,3,6,38,52,3,0,0,51,2
2,3,6,40,48,3,0,-1,240,2
2,3,6,40,56,3,0,-1,240,1
2,3,6,41,13,3,0,-1,204,2
2,3,6,41,33,3,0,-1,0,1
2,3,6,41,43,3,0,-1,0,1
2,3,6,41,63,3,0,-1,204,3
2,3,6,41,13,3,0,0,51,2
2,3,6,42,56,3,0,-1,255,2
2,3,6,43,41,3,0,-1,255,1
2,3,6,45,63,3,0,-1,255,2
2,3,6,46,38,3,0,-1,255,1
2,3,6,45,63,3,0,0,255,2
2,3,6,47,7,3,0,-1,170,2
2,3,6,47,15,3,0,-1,170,1
2,3,6,47,23,3,0,-1,170,3
2,3,6,47,31,3,0,-1,170,2
2,3,6,47,39,3,0,-1,170,1
2,3,6,47,55,3,0,-1,170,2
2,3,6,47,61,3,0,-1,170,2
2,3,6,47,63,3,0,-1,170,1
2,3,6,48,0,3,0,-1,240,2
2,3,6,48,8,3,0,-1,240,3
2,3,6,48,16,3,0,-1,240,1
2,3,6,48,24,3,0,-1,240,2
2,3,6,48,32,3,0,-1,240,1
2,3,6,48,40,3,0,-1,240,2
2,3,6,47,61,3,0,0,85,2
2,3,6,48,56,3,0,-1,240,1
2,3,6,49,56,3,0,-1,255,2
2,3,6,51,19,3,0,-1,255,1
2,3,6,52,0,3,0,-1,204,3
2,3,6,52,7,3,0,-1,204,4
2,3,6,52,20,3,0,-1,0,1
2,3,6,52,38,3,0,-1,204,2
2,3,6,52,38,3,0,0,51,2
2,3,6,52,53,3,0,-1,0,1
2,3,6,52,63,3,0,-1,204,3
2,3,6,53,52,3,0,-1,255,1
2,3,6,54,63,3,0,-1,255,2
2,3,6,55,7,3,0,-1,170,2
2,3,6,55,15,3,0,-1,170,3
2,3,6,55,23,3,0,-1,170,1
2,3,6,55,31,3,0,-1,170,2
2,3,6,55,39,3,0,-1,170,1
2,3,6,55,47,3,0,-1,170,2
2,3,6,55,62,3,0,-1,170,2
2,3,6,55,63,3,0,-1,170,1
2,3,6,56,0,3,0,-1,240,3
2,3,6,56,7,3,0,-1,204,6
2,3,6,56,8,3,0,-1,240,2
2,3,6,56,16,3,0,-1,240,2
2,3,6,56,24,3,0,-1,240,1
2,3,6,56,28,3,0,-1,0,2
2,3,6,56,32,3,0,-1,240,2
2,3,6,56,38,3,0,-1,204,4
2,3,6,56,40,3,0,-1,240,1
2,3,6,56,42,3,0,-1,0,2
2,3,6,56,48,3,0,-1,240,1
2,3,6,56,49,3,0,-1,0,2
2,3,6,54,63,3,0,0,255,2
2,3,6,55,62,3,0,0,85,2
2,3,6,56,7,3,0,0,51,6
2,3,6,56,57,3,0,-1,170,1
2,3,6,56,58,3,0,-1,170,1
2,3,6,56,59,3,0,-1,170,2
2,3,6,56,60,3,0,-1,170,1
2,3,6,56,61,3,0,-1,170,2
2,3,6,56,62,3,0,-1,170,2
2,3,6,56,63,3,0,-1,170,3
2,3,6,57,56,3,0,-1,170,1
2,3,6,57,58,3,0,-1,170,2
2,3,6,57,59,3,0,-1,170,1
2,3,6,57,60,3,0,-1,170,2
2,3,6,57,61,3,0,-1,170,1
2,3,6,57,62,3,0,-1,170,3
2,3,6,57,63,3,0,-1,170,2
2,3,6,58,56,3,0,-1,170,1
2,3,6,58,57,3,0,-1,170,2
2,3,6,58,59,3,0,-1,170,1
2,3,6,58,60,3,0,-1,170,2
2,3,6,58,61,3,0,-1,170,3
2,3,6,58,62,3,0,-1,170,1
2,3,6,58,63,3,0,-1,170,2
2,3,6,59,31,3,0,-1,170,2
2,3,6,59,56,3,0,-1,170,2
2,3,6,59,57,3,0,-1,170,1
2,3,6,59,58,3,0,-1,170,1
2,3,6,59,60,3,0,-1,170,3
2,3,6,59,61,3,0,-1,170,2
2,3,6,59,62,3,0,-1,170,2
2,3,6,59,63,3,0,-1,170,1
2,3,6,60,56,3,0,-1,170,1
2,3,6,60,57,3,0,-1,170,2
2,3,6,60,58,3,0,-1,170,2
2,3,6,60,59,3,0,-1,170,3
2,3,6,59,31,3,0,0,85,2
2,3,6,60,61,3,0,-1,170,1
2,3,6,60,62,3,0,-1,170,1
2,3,6,60,63,3,0,-1,170,2
2,3,6,61,47,3,0,-1,170,2
2,3,6,61,56,3,0,-1,170,2
2,3,6,61,57,3,0,-1,170,1
2,3,6,61,58,3,0,-1,170,3
2,3,6,61,59,3,0,-1,170,2
2,3,6,61,60,3,0,-1,170,1
2,3,6,61,62,3,0,-1,170,2
2,3,6,61,63,3,0,-1,170,1
2,3,6,62,55,3,0,-1,170,2
2,3,6,62,56,3,0,-1,170,2
2,3,6,62,57,3,0,-1,170,3
2,3,6,62,58,3,0,-1,170,1
2,3,6,62,59,3,0,-1,170,2
2,3,6,62,60,3,0,-1,170,1
2,3,6,62,61,3,0,-1,170,2
2,3,6,61,47,3,0,0,85,2
2,3,6,62,55,3,0,0,85,2
2,3,6,62,63,3,0,-1,170,1
2,3,6,63,0,3,0,-1,204,6
2,3,6,63,7,3,0,-1,170,3
2,3,6,63,13,3,0,-1,204,3
2,3,6,63,15,3,0,-1,170,2
2,3,6,63,23,3,0,-1,170,2
2,3,6,63,27,3,0,-1,0,2
2,3,6,63,31,3,0,-1,170,1
